intent_id,role,intent_name,desc,utterence,entity
5,ortu,parents_student_chart_nilai,Wali Melihat Data nilai Murid berdasarkan tahun ajaran,Mita pnya nile 2024/2025 tolong,"[""nama_murid"", ""tahun_ajaran""]"
12,guru,teacher_schedule_view,Guru Redirect ke Halaman Jadwal Guru,Aku mw liat jdwln guru min.,[]
5,ortu,parents_student_chart_nilai,Wali Melihat Data nilai Murid berdasarkan tahun ajaran,Nilai Tria 2021/2022 mana aja?,"[""nama_murid"", ""tahun_ajaran""]"
14,murid,student_achivement,Murid Melihat Prestasi,Bdui prestasi di gdg A tgal 22/3/22 juar 2 fsk mnta,"[""nama_murid"",""lokasi"",""tanggal_prestasi"",""nama_prestasi""]"
8,admin,admin_redirect_student_view,Admin Redirect ke Halaman Daftar Murid,Saya ingin membuka halaman daftar siswa,[]
8,admin,admin_redirect_student_view,Admin Redirect ke Halaman Daftar Murid,buka daftar siswa sekolah,[]
14,murid,student_achivement,Murid Melihat Prestasi,"Pak, tolong carikan prestasi saya Gilang di Gedung B tanggal 30 Mei 2022, Medali Perak Biologi.","[""nama_murid"",""lokasi"",""tanggal_prestasi"",""nama_prestasi""]"
10,murid,student_scores_view,Murid Redirect Halaman Nilai,"Bu, ak mw cek rekp nilai.",[]
15,admin,admin_log_activity,Admin Melihat Log Aktivitas User,Silakan tampilkan riwayat penggunaan sistem oleh seluruh pengguna.,[]
3,murid,student_chart_nilai,Murid  Melihat Data nilai Murid berdasarkan tahun ajaran,"Kk, liatn nli Nia 18/19.","[""nama_murid"", ""tahun_ajaran""]"
16,admin,admin_settings,Admin Melihat pengaturan Admin,pengaturanadm,[]
10,murid,student_scores_view,Murid Redirect Halaman Nilai,"Kak, saya mau lihat nilai tanpa ribet, bukain ya.",[]
8,admin,admin_redirect_student_view,Admin Redirect ke Halaman Daftar Murid,mau lihat data siiswa,[]
3,murid,student_chart_nilai,Murid  Melihat Data nilai Murid berdasarkan tahun ajaran,"Min, tampilkan nilai Dina tahun ajaran 2023/2024 ya.","[""nama_murid"", ""tahun_ajaran""]"
7,admin,admin_redirect_home,Admin redirect ke halaman dashboard admin,"Bu, tolong direct ke home admin.",[]
14,murid,student_achivement,Murid Melihat Prestasi,"Bu, aku pengen lihat prestasi Sela di Ruang Serbaguna tanggal 9 September 2023 buat Juara 3 Renang.","[""nama_murid"",""lokasi"",""tanggal_prestasi"",""nama_prestasi""]"
16,admin,admin_settings,Admin Melihat pengaturan Admin,"Min, aku butuh lihat pengaturan user management.",[]
13,guru,teacher_score_view,Guru Redirect ke Halaman kelola nilai,Kk mw liat page klola nilai dong.,[]
12,guru,teacher_schedule_view,Guru Redirect ke Halaman Jadwal Guru,Saya memerlukan rincian jadwal mengajar guru.,[]
3,murid,student_chart_nilai,Murid  Melihat Data nilai Murid berdasarkan tahun ajaran,Tolong perlihatkan data nilai milik Maya pada tahun ajaran 2021/2022.,"[""nama_murid"", ""tahun_ajaran""]"
12,guru,teacher_schedule_view,Guru Redirect ke Halaman Jadwal Guru,Min ksh akses jdwl guru.,[]
14,murid,student_achivement,Murid Melihat Prestasi,kak liat prestasi Arman d gdg C tgl 10/4/24 juara IPA.,"[""nama_murid"",""lokasi"",""tanggal_prestasi"",""nama_prestasi""]"
5,ortu,parents_student_chart_nilai,Wali Melihat Data nilai Murid berdasarkan tahun ajaran,"Saya mau report nilai Nina Kharisma di tahun 2020/2021, Kak","[""nama_murid"", ""tahun_ajaran""]"
1,admin,admin_student_chart_nilai,Admin Melihat Data nilai Murid berdasarkan tahun ajaran,Tampilin chart nilai Luthfi thn ini.,"[""nama_murid"", ""tahun_ajaran""]"
5,ortu,parents_student_chart_nilai,Wali Melihat Data nilai Murid berdasarkan tahun ajaran,Nile Yoga 2021/2022 adakah,"[""nama_murid"", ""tahun_ajaran""]"
13,guru,teacher_score_view,Guru Redirect ke Halaman kelola nilai,Saya ingin melihat tampilan halaman pengelolaan nilai.,[]
16,admin,admin_settings,Admin Melihat pengaturan Admin,"Min, boleh tahu pengaturan tampilan dashboard admin?",[]
14,murid,student_achivement,Murid Melihat Prestasi,Tolong berikan data prestasi Mira yang dicapai di Ruang Kesenian pada tanggal 12 Desember 2022 yaitu Piagam Tari Tradisional.,"[""nama_murid"",""lokasi"",""tanggal_prestasi"",""nama_prestasi""]"
16,admin,admin_settings,Admin Melihat pengaturan Admin,bisa bukain setting keamanan admn?,[]
7,admin,admin_redirect_home,Admin redirect ke halaman dashboard admin,"Min, tolong bukain home admin.",[]
9,admin,admin_redirect_teacher_view,Admin redirect ke Halaman Daftar Guru,Tolong arahkan sistem ke halaman daftar guru.,[]
13,guru,teacher_score_view,Guru Redirect ke Halaman kelola nilai,Bka kelol nila pliss.,[]
5,ortu,parents_student_chart_nilai,Wali Melihat Data nilai Murid berdasarkan tahun ajaran,"Tolong tampilkan nilai Joko yang tahun ajaran 2024/2025, dong","[""nama_murid"", ""tahun_ajaran""]"
12,guru,teacher_schedule_view,Guru Redirect ke Halaman Jadwal Guru,Jdwl gur hri ni tmplin.,[]
3,murid,student_chart_nilai,Murid  Melihat Data nilai Murid berdasarkan tahun ajaran,Reeza nli 2019/2020 mau.,"[""nama_murid"", ""tahun_ajaran""]"
6,guru,teacher_view_student_details,Guru melihat detail murid,Kk cek data Sinta Maharani thn 23/24 nisn 009876542 kls 8B ya,"[""nama_murid"", ""tahun_ajaran"", ""nisn"", ""kelas""]"
13,guru,teacher_score_view,Guru Redirect ke Halaman kelola nilai,"Bu, saya mau lihat halaman pengaturan nilai.",[]
10,murid,student_scores_view,Murid Redirect Halaman Nilai,"Pak/Bu, bisa tampilin halaman nilai saya nggak?",[]
12,guru,teacher_schedule_view,Guru Redirect ke Halaman Jadwal Guru,"Bu, jadwal guru mau saya lihat, tolong ya.",[]
3,murid,student_chart_nilai,Murid  Melihat Data nilai Murid berdasarkan tahun ajaran,"Kak, bisa tampilin nilai Joko tahun ajaran 2020/2021?","[""nama_murid"", ""tahun_ajaran""]"
8,admin,admin_redirect_student_view,Admin Redirect ke Halaman Daftar Murid,pengen liat daftr siswa,[]
2,admin,admin_student_cek_kehadiran,Admin Melihat Data kehadiran Murid berdasarkan tanggal,RianSantika—05/11/2025—hadir?,"[""nama_murid"",""tanggal""]"
16,admin,admin_settings,Admin Melihat pengaturan Admin,Saya perlu meninjau setelan tampilan dashboard untuk peran admin.,[]
14,murid,student_achivement,Murid Melihat Prestasi,"Min, boleh minta data prestasi Lina di Gedung C tanggal 16 Januari 2024 yang dapet Medali Perak Geografi?","[""nama_murid"",""lokasi"",""tanggal_prestasi"",""nama_prestasi""]"
1,admin,admin_student_chart_nilai,Admin Melihat Data nilai Murid berdasarkan tahun ajaran,"Lihat grafik, untuk siswa Dian tahun ajaran 2022/2023.","[""nama_murid"", ""tahun_ajaran""]"
15,admin,admin_log_activity,Admin Melihat Log Aktivitas User,Cekkn usr lg dong.,[]
5,ortu,parents_student_chart_nilai,Wali Melihat Data nilai Murid berdasarkan tahun ajaran,Data niliai Dewi 2020/2021 mau,"[""nama_murid"", ""tahun_ajaran""]"
13,guru,teacher_score_view,Guru Redirect ke Halaman kelola nilai,"Min, masukin aku ke halaman guru buat mantau nilai ya.",[]
2,admin,admin_student_cek_kehadiran,Admin Melihat Data kehadiran Murid berdasarkan tanggal,Saya perlu data kehadiran Citra Sari untuk tanggal 25 Agustus 2025.,"[""nama_murid"",""tanggal""]"
14,murid,student_achivement,Murid Melihat Prestasi,min liatin prestasi Tania d gedung indk tgl 22/8/24 juara umum.,"[""nama_murid"",""lokasi"",""tanggal_prestasi"",""nama_prestasi""]"
15,admin,admin_log_activity,Admin Melihat Log Aktivitas User,"Min, aku butuh akses ke riwayat aktivitas pengguna.",[]
14,murid,student_achivement,Murid Melihat Prestasi,"Min, tampilkan prestasi Aldi di Ruang Seni tanggal 29 Maret 2024, Juara Musik Tradisional.","[""nama_murid"",""lokasi"",""tanggal_prestasi"",""nama_prestasi""]"
16,admin,admin_settings,Admin Melihat pengaturan Admin,"Kak, periksa pengaturan izin akses modul keuangan.",[]
14,murid,student_achivement,Murid Melihat Prestasi,"Min, tolong tampilin prestasi Riko di Gedung C tanggal 14 September 2023, Juara 2 Robotic.","[""nama_murid"",""lokasi"",""tanggal_prestasi"",""nama_prestasi""]"
13,guru,teacher_score_view,Guru Redirect ke Halaman kelola nilai,Hlm kelol nilai mna ya.,[]
15,admin,admin_log_activity,Admin Melihat Log Aktivitas User,"Bu, ksih akses aktvts usr.",[]
4,murid,student_chart_kehadiran,Murid Melihat Data kehadiran Murid berdasarkan tahun ajaran,Tolong tampilkan chart kehadiran untuk siswa Putri Aulia tahun ajaran 2022/2023.,"[""nama_murid"", ""tahun_ajaran""]"
14,murid,student_achivement,Murid Melihat Prestasi,Tolong sajikan catatan prestasi Rina yang diperoleh di Lapangan Timur pada tanggal 9 April 2024 berupa Juara 2 Lomba Bahasa Indonesia.,"[""nama_murid"",""lokasi"",""tanggal_prestasi"",""nama_prestasi""]"
5,ortu,parents_student_chart_nilai,Wali Melihat Data nilai Murid berdasarkan tahun ajaran,Mau liyat nliai Siti thun 2022/2023,"[""nama_murid"", ""tahun_ajaran""]"
7,admin,admin_redirect_home,Admin redirect ke halaman dashboard admin,Mohon arahkan saya ke laman utama admin.,[]
13,guru,teacher_score_view,Guru Redirect ke Halaman kelola nilai,"Min, tolong aku mau akses halaman manajemen nilai.",[]
14,murid,student_achivement,Murid Melihat Prestasi,"Kak, bantu tampilin prestasi Jelita di Lapangan Timur tanggal 21 April 2022 buat Juara Fotografi.","[""nama_murid"",""lokasi"",""tanggal_prestasi"",""nama_prestasi""]"
7,admin,admin_redirect_home,Admin redirect ke halaman dashboard admin,"Kk, brngkt ke admin home yuk.",[]
5,ortu,parents_student_chart_nilai,Wali Melihat Data nilai Murid berdasarkan tahun ajaran,"Pak, saya mau lihat progress nilai Faisal selama tahun 2023/2024","[""nama_murid"", ""tahun_ajaran""]"
16,admin,admin_settings,Admin Melihat pengaturan Admin,Buka pengaturan secra keseluruhan,[]
11,murid,student_attendants_view,Murid Redirect Halaman Kehadiran,Hal absen,[]
6,guru,teacher_view_student_details,Guru melihat detail murid,Bu dtil Dwi Saputraa thn 21/22 nisn 001234567 kls 9C,"[""nama_murid"", ""tahun_ajaran"", ""nisn"", ""kelas""]"
5,ortu,parents_student_chart_nilai,Wali Melihat Data nilai Murid berdasarkan tahun ajaran,"Kak, saya mau cek chart nilai Siti untuk tahun ajaran 2022/2023","[""nama_murid"", ""tahun_ajaran""]"
16,admin,admin_settings,Admin Melihat pengaturan Admin,"Pak, aku mau lihat pengaturan sinkronisasi data.",[]
10,murid,student_scores_view,Murid Redirect Halaman Nilai,Tampiin niali ak min.,[]
8,admin,admin_redirect_student_view,Admin Redirect ke Halaman Daftar Murid,Kak mau lihat daftar murid nih,[]
12,guru,teacher_schedule_view,Guru Redirect ke Halaman Jadwal Guru,Jdwl guru pling br ada?,[]
7,admin,admin_redirect_home,Admin redirect ke halaman dashboard admin,"Min, boleh balik ke dashboard admin nggak?",[]
9,admin,admin_redirect_teacher_view,Admin redirect ke Halaman Daftar Guru,"Kak, aku mau akses daftar guru, bisa?",[]
8,admin,admin_redirect_student_view,Admin Redirect ke Halaman Daftar Murid,mau cek data siswa nih,[]
9,admin,admin_redirect_teacher_view,Admin redirect ke Halaman Daftar Guru,"Bu, dftar guru mn ya?",[]
4,murid,student_chart_kehadiran,Murid Melihat Data kehadiran Murid berdasarkan tahun ajaran,Bisa cek kehadiran murid Faisal Rahman tahun ajaran 2024/2025 gak min?,"[""nama_murid"", ""tahun_ajaran""]"
3,murid,student_chart_nilai,Murid  Melihat Data nilai Murid berdasarkan tahun ajaran,"Min, nli Rina thn ajrn 19/20 dmn?","[""nama_murid"", ""tahun_ajaran""]"
4,murid,student_chart_kehadiran,Murid Melihat Data kehadiran Murid berdasarkan tahun ajaran,"Min, tolong tampilin chart kehadiran Rina Melati untuk tahun ajaran 2022/2023 ya.","[""nama_murid"", ""tahun_ajaran""]"
16,admin,admin_settings,Admin Melihat pengaturan Admin,cek setelan admn dong.,[]
6,guru,teacher_view_student_details,Guru melihat detail murid,Mohon tampilkan data murid bernama Karin Widya pada tahun ajaran 2021/2022 dengan NISN 006784321 di kelas 9A,"[""nama_murid"", ""tahun_ajaran"", ""nisn"", ""kelas""]"
14,murid,student_achivement,Murid Melihat Prestasi,"Bu, bisa bantu cek prestasi Rina di Lapangan Timur tanggal 10 April 2023, yang dapet Piagam Tari?","[""nama_murid"",""lokasi"",""tanggal_prestasi"",""nama_prestasi""]"
8,admin,admin_redirect_student_view,Admin Redirect ke Halaman Daftar Murid,tampilin data murid sekolah,[]
10,murid,student_scores_view,Murid Redirect Halaman Nilai,Cek nili aku pliss.,[]
5,ortu,parents_student_chart_nilai,Wali Melihat Data nilai Murid berdasarkan tahun ajaran,Bella nillai taun 2022/2023 mau lihat,"[""nama_murid"", ""tahun_ajaran""]"
13,guru,teacher_score_view,Guru Redirect ke Halaman kelola nilai,"Kelola nliai, mau masuk.",[]
11,murid,student_attendants_view,Murid Redirect Halaman Kehadiran,"Pak, minta tolong buka halaman absensi.",[]
5,ortu,parents_student_chart_nilai,Wali Melihat Data nilai Murid berdasarkan tahun ajaran,Informasi grafik nilai Eko Prasetyo di tahun akademik 2021/2022 mohon ditampilkan,"[""nama_murid"", ""tahun_ajaran""]"
1,admin,admin_student_chart_nilai,Admin Melihat Data nilai Murid berdasarkan tahun ajaran,"Tampilkan grafik, nama siswa Jaya, tahun 2023/2024.","[""nama_murid"", ""tahun_ajaran""]"
12,guru,teacher_schedule_view,Guru Redirect ke Halaman Jadwal Guru,"Bu, saya mau cek jadwal guru hari ini.",[]
16,admin,admin_settings,Admin Melihat pengaturan Admin,liat pengaturan tampilan adm pls,[]
4,murid,student_chart_kehadiran,Murid Melihat Data kehadiran Murid berdasarkan tahun ajaran,cek grafik kehadiran Bagas Wicaksono thn ajaran 2022/2023,"[""nama_murid"", ""tahun_ajaran""]"
3,murid,student_chart_nilai,Murid  Melihat Data nilai Murid berdasarkan tahun ajaran,"Min, tlg liatin nli Farhan 22/23.","[""nama_murid"", ""tahun_ajaran""]"
3,murid,student_chart_nilai,Murid  Melihat Data nilai Murid berdasarkan tahun ajaran,Fajar nlia 2023/2024 pliss.,"[""nama_murid"", ""tahun_ajaran""]"
16,admin,admin_settings,Admin Melihat pengaturan Admin,Mau liat pengatran admn,[]
4,murid,student_chart_kehadiran,Murid Melihat Data kehadiran Murid berdasarkan tahun ajaran,cek kehadiran sy Linda Kusumawati thn ajaran 2023/2024,"[""nama_murid"", ""tahun_ajaran""]"
1,admin,admin_student_chart_nilai,Admin Melihat Data nilai Murid berdasarkan tahun ajaran,Cek chart perkembangan nilai Hadi thn 2021/2022.,"[""nama_murid"", ""tahun_ajaran""]"
12,guru,teacher_schedule_view,Guru Redirect ke Halaman Jadwal Guru,Tolong arahkan saya ke halaman jadwal guru.,[]
13,guru,teacher_score_view,Guru Redirect ke Halaman kelola nilai,Tolong arahkan saya ke halaman kelola nilai sebagai guru.,[]
10,murid,student_scores_view,Murid Redirect Halaman Nilai,Saya ingin melihat halaman nilai saya.,[]
6,guru,teacher_view_student_details,Guru melihat detail murid,Bu cekk Rino Sprtra th 22/23 nisn 002198765 kls 7C,"[""nama_murid"", ""tahun_ajaran"", ""nisn"", ""kelas""]"
7,admin,admin_redirect_home,Admin redirect ke halaman dashboard admin,"Kak, minta tolong bukain dashboard admin.",[]
11,murid,student_attendants_view,Murid Redirect Halaman Kehadiran,Saya ingin melihat rekap kehadiran saya beserta keterlambatan.,[]
3,murid,student_chart_nilai,Murid  Melihat Data nilai Murid berdasarkan tahun ajaran,"Min, boleh bantu tampilin nilai Andi tahun ajaran 2021/2022?","[""nama_murid"", ""tahun_ajaran""]"
2,admin,admin_student_cek_kehadiran,Admin Melihat Data kehadiran Murid berdasarkan tanggal,Mohon tampilkan kehadiran Yuniar pada tanggal 10 September 2025.,"[""nama_murid"",""tanggal""]"
7,admin,admin_redirect_home,Admin redirect ke halaman dashboard admin,"Pak, tolong arahkan ulang ke halaman admin.",[]
14,murid,student_achivement,Murid Melihat Prestasi,kak mnta tampil prestasi Dani d rg multi tgl 30/7/24 juara lari.,"[""nama_murid"",""lokasi"",""tanggal_prestasi"",""nama_prestasi""]"
2,admin,admin_student_cek_kehadiran,Admin Melihat Data kehadiran Murid berdasarkan tanggal,Bayu Haryo hadir 29/04/2025 gk? pls.,"[""nama_murid"",""tanggal""]"
6,guru,teacher_view_student_details,Guru melihat detail murid,Mohon tampilkan rincian data murid bernama Karin Amelia untuk tahun ajaran 2022/2023 dengan NISN 004321987 di kelas 7B,"[""nama_murid"", ""tahun_ajaran"", ""nisn"", ""kelas""]"
6,guru,teacher_view_student_details,Guru melihat detail murid,Bu dt murid Nabila Krtka th 22/23 nisn 003869452 kls 7A ad gk?,"[""nama_murid"", ""tahun_ajaran"", ""nisn"", ""kelas""]"
5,ortu,parents_student_chart_nilai,Wali Melihat Data nilai Murid berdasarkan tahun ajaran,Cek nilai Ahmad tgl 2024/2025 gmn cranya?,"[""nama_murid"", ""tahun_ajaran""]"
13,guru,teacher_score_view,Guru Redirect ke Halaman kelola nilai,"Kak, mw msk ke hlmn nilai guru bsa?",[]
1,admin,admin_student_chart_nilai,Admin Melihat Data nilai Murid berdasarkan tahun ajaran,Admin meminta diagram rekap nilai murid bernama Rudi berdasarkan tahun ajaran 2023/2024.,"[""nama_murid"", ""tahun_ajaran""]"
5,ortu,parents_student_chart_nilai,Wali Melihat Data nilai Murid berdasarkan tahun ajaran,"Pak/Bu, saya sebagai wali murid mau lihat grafik nilai Ahmad di tahun 2024/2025 ini","[""nama_murid"", ""tahun_ajaran""]"
13,guru,teacher_score_view,Guru Redirect ke Halaman kelola nilai,Min tlg mskn ke menu nilai.,[]
3,murid,student_chart_nilai,Murid  Melihat Data nilai Murid berdasarkan tahun ajaran,Mau lhat nnli Dani 2022/2023.,"[""nama_murid"", ""tahun_ajaran""]"
5,ortu,parents_student_chart_nilai,Wali Melihat Data nilai Murid berdasarkan tahun ajaran,"Kak, bagaimana cara lihat chart nilai Lina untuk tahun 2023/2024?","[""nama_murid"", ""tahun_ajaran""]"
10,murid,student_scores_view,Murid Redirect Halaman Nilai,Cekn nili ak.,[]
13,guru,teacher_score_view,Guru Redirect ke Halaman kelola nilai,Min plis bukain nilai panel.,[]
13,guru,teacher_score_view,Guru Redirect ke Halaman kelola nilai,Min hlmn nilai ny kdp?,[]
1,admin,admin_student_chart_nilai,Admin Melihat Data nilai Murid berdasarkan tahun ajaran,"Bu, tolong carikan chart nilai murid atas nama Nia tahun ajaran kemarin.","[""nama_murid"", ""tahun_ajaran""]"
7,admin,admin_redirect_home,Admin redirect ke halaman dashboard admin,Tolong tampilkan halaman depan untuk admin.,[]
3,murid,student_chart_nilai,Murid  Melihat Data nilai Murid berdasarkan tahun ajaran,Mohon berikan detail nilai dari siswa bernama Nia pada tahun ajaran 2023/2024.,"[""nama_murid"", ""tahun_ajaran""]"
5,ortu,parents_student_chart_nilai,Wali Melihat Data nilai Murid berdasarkan tahun ajaran,"Min, data nilai Melisa yang tahun 2022/2023 tolong ditampilin","[""nama_murid"", ""tahun_ajaran""]"
16,admin,admin_settings,Admin Melihat pengaturan Admin,"Bu, tunjukin setting integrasi dengan API pihak ketiga.",[]
11,murid,student_attendants_view,Murid Redirect Halaman Kehadiran,Liat absen aku pls.,[]
3,murid,student_chart_nilai,Murid  Melihat Data nilai Murid berdasarkan tahun ajaran,Mohon ditampilkan nilai akademik untuk siswa Joko pada tahun ajaran 2022/2023.,"[""nama_murid"", ""tahun_ajaran""]"
15,admin,admin_log_activity,Admin Melihat Log Aktivitas User,"Kk, ak mw pantau usr.",[]
10,murid,student_scores_view,Murid Redirect Halaman Nilai,Saya memerlukan tampilan nilai untuk melihat perkembangan saya.,[]
8,admin,admin_redirect_student_view,Admin Redirect ke Halaman Daftar Murid,pengen liat halaman daftar siswa,[]
4,murid,student_chart_kehadiran,Murid Melihat Data kehadiran Murid berdasarkan tahun ajaran,Tolong tampilin chart kehadiran adik saya Zahra Amalia tahun ajaran 2023/2024 dong kak.,"[""nama_murid"", ""tahun_ajaran""]"
7,admin,admin_redirect_home,Admin redirect ke halaman dashboard admin,"Kk, ak mw masuk dash admin.",[]
15,admin,admin_log_activity,Admin Melihat Log Aktivitas User,"Min, minta tolong tampilkan histori aktivitas user.",[]
2,admin,admin_student_cek_kehadiran,Admin Melihat Data kehadiran Murid berdasarkan tanggal,IntanPermata 04/07/2025 cek absen,"[""nama_murid"",""tanggal""]"
14,murid,student_achivement,Murid Melihat Prestasi,"Min, liatin prestasi Andi di skl utama tgl 3/3/24 yg juara 1 mtk.","[""nama_murid"",""lokasi"",""tanggal_prestasi"",""nama_prestasi""]"
4,murid,student_chart_kehadiran,Murid Melihat Data kehadiran Murid berdasarkan tahun ajaran,Bisa tampilin data kehadiran Joko Widodo tahun ajaran 2022/2023 gak?,"[""nama_murid"", ""tahun_ajaran""]"
14,murid,student_achivement,Murid Melihat Prestasi,mra prstsi rg ksnn 6/2/22 tari,"[""nama_murid"",""lokasi"",""tanggal_prestasi"",""nama_prestasi""]"
2,admin,admin_student_cek_kehadiran,Admin Melihat Data kehadiran Murid berdasarkan tanggal,"Pak, bisa tampilkan kehadiran Mega Putri tgl 21 Juni 2025?","[""nama_murid"",""tanggal""]"
15,admin,admin_log_activity,Admin Melihat Log Aktivitas User,Lognya user ad?,[]
4,murid,student_chart_kehadiran,Murid Melihat Data kehadiran Murid berdasarkan tahun ajaran,chart kehadiran ak Dina Mariana thn ajaran 2024/2025,"[""nama_murid"", ""tahun_ajaran""]"
1,admin,admin_student_chart_nilai,Admin Melihat Data nilai Murid berdasarkan tahun ajaran,"Grafik siswa atas nama Gita, tahun ini dong.","[""nama_murid"", ""tahun_ajaran""]"
8,admin,admin_redirect_student_view,Admin Redirect ke Halaman Daftar Murid,mau akses data siswa nih,[]
5,ortu,parents_student_chart_nilai,Wali Melihat Data nilai Murid berdasarkan tahun ajaran,Cek nilai Arif 2021/2022 gmn?,"[""nama_murid"", ""tahun_ajaran""]"
1,admin,admin_student_chart_nilai,Admin Melihat Data nilai Murid berdasarkan tahun ajaran,"Kak, grafik nilai siswa bernama Hana untuk TA 2022/2023 ada?","[""nama_murid"", ""tahun_ajaran""]"
12,guru,teacher_schedule_view,Guru Redirect ke Halaman Jadwal Guru,Jdwal gr mnta tampil.,[]
2,admin,admin_student_cek_kehadiran,Admin Melihat Data kehadiran Murid berdasarkan tanggal,Cek status hadir Andi Nugroho 15-05-2025.,"[""nama_murid"",""tanggal""]"
11,murid,student_attendants_view,Murid Redirect Halaman Kehadiran,"Min, tolong arahkan ke halaman kehadiran ya.",[]
13,guru,teacher_score_view,Guru Redirect ke Halaman kelola nilai,"Kk, klola nilai pgn aku buka.",[]
15,admin,admin_log_activity,Admin Melihat Log Aktivitas User,Saya perlu meninjau log aktivitas terbaru dari para pengguna.,[]
12,guru,teacher_schedule_view,Guru Redirect ke Halaman Jadwal Guru,Silakan tampilkan halaman yang memuat jadwal guru.,[]
10,murid,student_scores_view,Murid Redirect Halaman Nilai,Saya ingin memeriksa nilai yang tercatat pada sistem.,[]
14,murid,student_achivement,Murid Melihat Prestasi,Saya ingin melihat prestasi Yusuf yang diraih di Lapangan Barat pada tanggal 1 November 2022 berupa Medali Perunggu Matematika.,"[""nama_murid"",""lokasi"",""tanggal_prestasi"",""nama_prestasi""]"
16,admin,admin_settings,Admin Melihat pengaturan Admin,Pengatran admin,[]
7,admin,admin_redirect_home,Admin redirect ke halaman dashboard admin,Saya ingin kembali ke beranda panel administrator.,[]
2,admin,admin_student_cek_kehadiran,Admin Melihat Data kehadiran Murid berdasarkan tanggal,Kevin Pratama absen 09/09/2024 liat plz.,"[""nama_murid"",""tanggal""]"
11,murid,student_attendants_view,Murid Redirect Halaman Kehadiran,Buka absenya ya min.,[]
14,murid,student_achivement,Murid Melihat Prestasi,Yuf prestsi lap barat 1/10/22 medal emas,"[""nama_murid"",""lokasi"",""tanggal_prestasi"",""nama_prestasi""]"
14,murid,student_achivement,Murid Melihat Prestasi,"Min, tampilkan prestasi Karin di Sekolah Utama tanggal 18 Maret 2023, Medali Emas Sejarah.","[""nama_murid"",""lokasi"",""tanggal_prestasi"",""nama_prestasi""]"
7,admin,admin_redirect_home,Admin redirect ke halaman dashboard admin,"Min, ak mw balik ke homeadm.",[]
9,admin,admin_redirect_teacher_view,Admin redirect ke Halaman Daftar Guru,"Pak, boleh lihat daftar guru? Bukakan halamannya.",[]
10,murid,student_scores_view,Murid Redirect Halaman Nilai,"Bu, saya mau cek nilai, bisa dibantu?",[]
4,murid,student_chart_kehadiran,Murid Melihat Data kehadiran Murid berdasarkan tahun ajaran,kehadiran Rudi Hartono thn ajaran 2023/2024 gmn lihatnya,"[""nama_murid"", ""tahun_ajaran""]"
12,guru,teacher_schedule_view,Guru Redirect ke Halaman Jadwal Guru,"Min, minta tolong arahin ke menu jadwal guru ya.",[]
5,ortu,parents_student_chart_nilai,Wali Melihat Data nilai Murid berdasarkan tahun ajaran,"Min, chart nilai Dewi Lestari buat tahun 2020/2021 mana ya?","[""nama_murid"", ""tahun_ajaran""]"
13,guru,teacher_score_view,Guru Redirect ke Halaman kelola nilai,Bntu ak kln nilai dmn min?,[]
13,guru,teacher_score_view,Guru Redirect ke Halaman kelola nilai,"Ak mw ke hln nilai, gmna min?",[]
4,murid,student_chart_kehadiran,Murid Melihat Data kehadiran Murid berdasarkan tahun ajaran,"Min, butuh chart kehadiran Nabila Syakira tahun ajaran 2021/2022 nih.","[""nama_murid"", ""tahun_ajaran""]"
12,guru,teacher_schedule_view,Guru Redirect ke Halaman Jadwal Guru,Tolong bukakan halaman khusus jadwal guru.,[]
16,admin,admin_settings,Admin Melihat pengaturan Admin,liat template raport adm,[]
6,guru,teacher_view_student_details,Guru melihat detail murid,"Bu, boleh lihat info murid Aldi Santoso tahun ajaran 2021/2022 NISN 001987654 kelas 9C?","[""nama_murid"", ""tahun_ajaran"", ""nisn"", ""kelas""]"
8,admin,admin_redirect_student_view,Admin Redirect ke Halaman Daftar Murid,Bagaimana cara membuka daftar siswa di sistem,[]
15,admin,admin_log_activity,Admin Melihat Log Aktivitas User,Ngelog user ini mau aku liat.,[]
14,murid,student_achivement,Murid Melihat Prestasi,kak liatin prestasi Fadil d lap utara tgl 25/3/24 pghgn kreatif.,"[""nama_murid"",""lokasi"",""tanggal_prestasi"",""nama_prestasi""]"
7,admin,admin_redirect_home,Admin redirect ke halaman dashboard admin,"Bu, liat dash admin pls.",[]
14,murid,student_achivement,Murid Melihat Prestasi,Saya ingin melihat prestasi Andi yang diraih di Sekolah Utama pada tanggal 12 Januari 2024 berupa Juara 1 Lomba Matematika.,"[""nama_murid"",""lokasi"",""tanggal_prestasi"",""nama_prestasi""]"
8,admin,admin_redirect_student_view,Admin Redirect ke Halaman Daftar Murid,Saya ingin mengakses informasi daftar murid sekolah,[]
3,murid,student_chart_nilai,Murid  Melihat Data nilai Murid berdasarkan tahun ajaran,"Bu, tolong tampilkan nilai Rina tahun ajaran 2020/2021 ya.","[""nama_murid"", ""tahun_ajaran""]"
11,murid,student_attendants_view,Murid Redirect Halaman Kehadiran,"Kak, mau liat halaman kehadiran sekarang.",[]
8,admin,admin_redirect_student_view,Admin Redirect ke Halaman Daftar Murid,daftar siswa,[]
10,murid,student_scores_view,Murid Redirect Halaman Nilai,"Kak, bukain halaman yang isinya nilai aku dong.",[]
9,admin,admin_redirect_teacher_view,Admin redirect ke Halaman Daftar Guru,"Min, ak mnta dibkn daftar guru.",[]
